MES;SEMANA;MES;DATE;RUNNING_HOURS
6;26;Junio Yyyy;26/06/2019;24
6;26;Junio Yyyy;27/06/2019;24
6;26;Junio Yyyy;28/06/2019;24
6;26;Junio Yyyy;29/06/2019;20
6;26;Junio Yyyy;30/06/2019;0
7;27;Julio Yyyy;01/07/2019;24
7;27;Julio Yyyy;02/07/2019;24
7;27;Julio Yyyy;03/07/2019;24
7;27;Julio Yyyy;04/07/2019;24
7;27;Julio Yyyy;05/07/2019;24
7;27;Julio Yyyy;06/07/2019;24
7;27;Julio Yyyy;07/07/2019;0
7;28;Julio Yyyy;08/07/2019;24
7;28;Julio Yyyy;09/07/2019;24
7;28;Julio Yyyy;10/07/2019;24
7;28;Julio Yyyy;11/07/2019;24
7;28;Julio Yyyy;12/07/2019;24
7;28;Julio Yyyy;13/07/2019;21
7;28;Julio Yyyy;14/07/2019;0
7;29;Julio Yyyy;15/07/2019;18
7;29;Julio Yyyy;16/07/2019;24
7;29;Julio Yyyy;17/07/2019;24
7;29;Julio Yyyy;18/07/2019;24
7;29;Julio Yyyy;19/07/2019;24
7;29;Julio Yyyy;20/07/2019;24
7;29;Julio Yyyy;21/07/2019;0
7;30;Julio Yyyy;22/07/2019;0
7;30;Julio Yyyy;23/07/2019;0
7;30;Julio Yyyy;24/07/2019;0
7;30;Julio Yyyy;25/07/2019;0
7;30;Julio Yyyy;26/07/2019;0
7;30;Julio Yyyy;27/07/2019;0
7;30;Julio Yyyy;28/07/2019;0
7;31;Julio Yyyy;29/07/2019;21
7;31;Julio Yyyy;30/07/2019;24
7;31;Julio Yyyy;31/07/2019;24
8;31;Agosto Yyyy;01/08/2019;24
8;31;Agosto Yyyy;02/08/2019;24
8;31;Agosto Yyyy;03/08/2019;22
8;31;Agosto Yyyy;04/08/2019;0
8;32;Agosto Yyyy;05/08/2019;18
8;32;Agosto Yyyy;06/08/2019;24
8;32;Agosto Yyyy;07/08/2019;24
8;32;Agosto Yyyy;08/08/2019;24
8;32;Agosto Yyyy;09/08/2019;24
8;32;Agosto Yyyy;10/08/2019;21
8;32;Agosto Yyyy;11/08/2019;0
8;33;Agosto Yyyy;12/08/2019;18
8;33;Agosto Yyyy;13/08/2019;24
8;33;Agosto Yyyy;14/08/2019;24
8;33;Agosto Yyyy;15/08/2019;24
8;33;Agosto Yyyy;16/08/2019;24
8;33;Agosto Yyyy;17/08/2019;22
8;33;Agosto Yyyy;18/08/2019;0
8;34;Agosto Yyyy;19/08/2019;18
8;34;Agosto Yyyy;20/08/2019;24
8;34;Agosto Yyyy;21/08/2019;24
8;34;Agosto Yyyy;22/08/2019;24
8;34;Agosto Yyyy;23/08/2019;24
8;34;Agosto Yyyy;24/08/2019;22
8;34;Agosto Yyyy;25/08/2019;0
8;35;Agosto Yyyy;26/08/2019;18
8;35;Agosto Yyyy;27/08/2019;24
8;35;Agosto Yyyy;28/08/2019;24
8;35;Agosto Yyyy;29/08/2019;24
8;35;Agosto Yyyy;30/08/2019;24
8;35;Agosto Yyyy;31/08/2019;24
9;35;Septiembre Yyyy;01/09/2019;8
9;36;Septiembre Yyyy;02/09/2019;24
9;36;Septiembre Yyyy;03/09/2019;24
9;36;Septiembre Yyyy;04/09/2019;24
9;36;Septiembre Yyyy;05/09/2019;24
9;36;Septiembre Yyyy;06/09/2019;24
9;36;Septiembre Yyyy;07/09/2019;24
9;36;Septiembre Yyyy;08/09/2019;0
9;37;Septiembre Yyyy;09/09/2019;18
9;37;Septiembre Yyyy;10/09/2019;24
9;37;Septiembre Yyyy;11/09/2019;24
9;37;Septiembre Yyyy;12/09/2019;24
9;37;Septiembre Yyyy;13/09/2019;24
9;37;Septiembre Yyyy;14/09/2019;24
9;37;Septiembre Yyyy;15/09/2019;0
9;38;Septiembre Yyyy;16/09/2019;0
9;38;Septiembre Yyyy;17/09/2019;18
9;38;Septiembre Yyyy;18/09/2019;24
9;38;Septiembre Yyyy;19/09/2019;24
9;38;Septiembre Yyyy;20/09/2019;24
9;38;Septiembre Yyyy;21/09/2019;21
9;38;Septiembre Yyyy;22/09/2019;0
9;39;Septiembre Yyyy;23/09/2019;18
9;39;Septiembre Yyyy;24/09/2019;24
9;39;Septiembre Yyyy;25/09/2019;24
9;39;Septiembre Yyyy;26/09/2019;24
9;39;Septiembre Yyyy;27/09/2019;24
9;39;Septiembre Yyyy;28/09/2019;21
9;39;Septiembre Yyyy;29/09/2019;6
9;40;Septiembre Yyyy;30/09/2019;24
10;40;Octubre Yyyy;01/10/2019;24
10;40;Octubre Yyyy;02/10/2019;24
10;40;Octubre Yyyy;03/10/2019;24
10;40;Octubre Yyyy;04/10/2019;24
10;40;Octubre Yyyy;05/10/2019;21
10;40;Octubre Yyyy;06/10/2019;0
10;41;Octubre Yyyy;07/10/2019;16
10;41;Octubre Yyyy;08/10/2019;24
10;41;Octubre Yyyy;09/10/2019;24
10;41;Octubre Yyyy;10/10/2019;24
10;41;Octubre Yyyy;11/10/2019;24
10;41;Octubre Yyyy;12/10/2019;24
10;41;Octubre Yyyy;13/10/2019;0
10;42;Octubre Yyyy;14/10/2019;16
10;42;Octubre Yyyy;15/10/2019;24
10;42;Octubre Yyyy;16/10/2019;24
10;42;Octubre Yyyy;17/10/2019;24
10;42;Octubre Yyyy;18/10/2019;24
10;42;Octubre Yyyy;19/10/2019;24
10;42;Octubre Yyyy;20/10/2019;0
10;43;Octubre Yyyy;21/10/2019;21
10;43;Octubre Yyyy;22/10/2019;24
10;43;Octubre Yyyy;23/10/2019;24
10;43;Octubre Yyyy;24/10/2019;24
10;43;Octubre Yyyy;25/10/2019;24
10;43;Octubre Yyyy;26/10/2019;21
10;43;Octubre Yyyy;27/10/2019;0
10;44;Octubre Yyyy;28/10/2019;16
10;44;Octubre Yyyy;29/10/2019;24
10;44;Octubre Yyyy;30/10/2019;24
10;44;Octubre Yyyy;31/10/2019;24
11;44;Noviembre Yyyy;01/11/2019;0
11;44;Noviembre Yyyy;02/11/2019;0
11;44;Noviembre Yyyy;03/11/2019;0
11;45;Noviembre Yyyy;04/11/2019;16
11;45;Noviembre Yyyy;05/11/2019;24
11;45;Noviembre Yyyy;06/11/2019;24
11;45;Noviembre Yyyy;07/11/2019;24
11;45;Noviembre Yyyy;08/11/2019;24
11;45;Noviembre Yyyy;09/11/2019;21
11;45;Noviembre Yyyy;10/11/2019;0
11;46;Noviembre Yyyy;11/11/2019;16
11;46;Noviembre Yyyy;12/11/2019;24
11;46;Noviembre Yyyy;13/11/2019;24
11;46;Noviembre Yyyy;14/11/2019;24
11;46;Noviembre Yyyy;15/11/2019;24
11;46;Noviembre Yyyy;16/11/2019;24
11;46;Noviembre Yyyy;17/11/2019;0
11;47;Noviembre Yyyy;18/11/2019;21
11;47;Noviembre Yyyy;19/11/2019;24
11;47;Noviembre Yyyy;20/11/2019;24
11;47;Noviembre Yyyy;21/11/2019;24
11;47;Noviembre Yyyy;22/11/2019;24
11;47;Noviembre Yyyy;23/11/2019;21
11;47;Noviembre Yyyy;24/11/2019;0
11;48;Noviembre Yyyy;25/11/2019;24
11;48;Noviembre Yyyy;26/11/2019;24
11;48;Noviembre Yyyy;27/11/2019;24
11;48;Noviembre Yyyy;28/11/2019;24
11;48;Noviembre Yyyy;29/11/2019;24
11;48;Noviembre Yyyy;30/11/2019;24
12;48;Diciembre Yyyy;01/12/2019;0
12;49;Diciembre Yyyy;02/12/2019;24
12;49;Diciembre Yyyy;03/12/2019;24
12;49;Diciembre Yyyy;04/12/2019;24
12;49;Diciembre Yyyy;05/12/2019;24
12;49;Diciembre Yyyy;06/12/2019;24
12;49;Diciembre Yyyy;07/12/2019;21
12;49;Diciembre Yyyy;08/12/2019;0
12;50;Diciembre Yyyy;09/12/2019;21
12;50;Diciembre Yyyy;10/12/2019;24
12;50;Diciembre Yyyy;11/12/2019;24
12;50;Diciembre Yyyy;12/12/2019;6
12;50;Diciembre Yyyy;13/12/2019;16
12;50;Diciembre Yyyy;14/12/2019;21
12;50;Diciembre Yyyy;15/12/2019;0
12;51;Diciembre Yyyy;16/12/2019;21
12;51;Diciembre Yyyy;17/12/2019;24
12;51;Diciembre Yyyy;18/12/2019;24
12;51;Diciembre Yyyy;19/12/2019;24
12;51;Diciembre Yyyy;20/12/2019;24
12;51;Diciembre Yyyy;21/12/2019;0
12;51;Diciembre Yyyy;22/12/2019;0
12;52;Diciembre Yyyy;23/12/2019;0
12;52;Diciembre Yyyy;24/12/2019;0
12;52;Diciembre Yyyy;25/12/2019;0
12;52;Diciembre Yyyy;26/12/2019;0
12;52;Diciembre Yyyy;27/12/2019;0
12;52;Diciembre Yyyy;28/12/2019;0
12;52;Diciembre Yyyy;29/12/2019;0
12;1;Diciembre Yyyy;30/12/2019;0
12;1;Diciembre Yyyy;31/12/2019;0
