MES;SEMANA;MES;DATE;RUNNING_HOURS
4;13;abril 2018;01/04/2018;0
4;14;abril 2018;02/04/2018;18
4;14;abril 2018;03/04/2018;24
4;14;abril 2018;04/04/2018;24
4;14;abril 2018;05/04/2018;24
4;14;abril 2018;06/04/2018;24
4;14;abril 2018;07/04/2018;24
4;14;abril 2018;08/04/2018;0
4;15;abril 2018;09/04/2018;24
4;15;abril 2018;10/04/2018;24
4;15;abril 2018;11/04/2018;24
4;15;abril 2018;12/04/2018;24
4;15;abril 2018;13/04/2018;24
4;15;abril 2018;14/04/2018;21
4;15;abril 2018;15/04/2018;0
4;16;abril 2018;16/04/2018;16
4;16;abril 2018;17/04/2018;24
4;16;abril 2018;18/04/2018;24
4;16;abril 2018;19/04/2018;24
4;16;abril 2018;20/04/2018;24
4;16;abril 2018;21/04/2018;15
4;16;abril 2018;22/04/2018;0
4;17;abril 2018;23/04/2018;24
4;17;abril 2018;24/04/2018;24
4;17;abril 2018;25/04/2018;24
4;17;abril 2018;26/04/2018;24
4;17;abril 2018;27/04/2018;24
4;17;abril 2018;28/04/2018;21
4;17;abril 2018;29/04/2018;0
4;18;abril 2018;30/04/2018;0
5;18;mayo 2018;01/05/2018;0
5;18;mayo 2018;02/05/2018;16
5;18;mayo 2018;03/05/2018;24
5;18;mayo 2018;04/05/2018;24
5;18;mayo 2018;05/05/2018;6
5;18;mayo 2018;06/05/2018;0
5;19;mayo 2018;07/05/2018;24
5;19;mayo 2018;08/05/2018;24
5;19;mayo 2018;09/05/2018;24
5;19;mayo 2018;10/05/2018;24
5;19;mayo 2018;11/05/2018;24
5;19;mayo 2018;12/05/2018;6
5;19;mayo 2018;13/05/2018;0
5;20;mayo 2018;14/05/2018;18
5;20;mayo 2018;15/05/2018;24
5;20;mayo 2018;16/05/2018;24
5;20;mayo 2018;17/05/2018;24
5;20;mayo 2018;18/05/2018;24
5;20;mayo 2018;19/05/2018;9
5;20;mayo 2018;20/05/2018;4
5;21;mayo 2018;21/05/2018;24
5;21;mayo 2018;22/05/2018;24
5;21;mayo 2018;23/05/2018;24
5;21;mayo 2018;24/05/2018;24
5;21;mayo 2018;25/05/2018;24
5;21;mayo 2018;26/05/2018;21
5;21;mayo 2018;27/05/2018;3
5;22;mayo 2018;28/05/2018;24
5;22;mayo 2018;29/05/2018;24
5;22;mayo 2018;30/05/2018;24
5;22;mayo 2018;31/05/2018;24
6;22;junio 2018;01/06/2018;24
6;22;junio 2018;02/06/2018;21
6;22;junio 2018;03/06/2018;0
6;23;junio 2018;04/06/2018;24
6;23;junio 2018;05/06/2018;24
6;23;junio 2018;06/06/2018;24
6;23;junio 2018;07/06/2018;24
6;23;junio 2018;08/06/2018;24
6;23;junio 2018;09/06/2018;24
6;23;junio 2018;10/06/2018;0
6;24;junio 2018;11/06/2018;24
6;24;junio 2018;12/06/2018;24
6;24;junio 2018;13/06/2018;24
6;24;junio 2018;14/06/2018;24
6;24;junio 2018;15/06/2018;24
6;24;junio 2018;16/06/2018;22
6;24;junio 2018;17/06/2018;0
6;25;junio 2018;18/06/2018;15
6;25;junio 2018;19/06/2018;24
6;25;junio 2018;20/06/2018;24
6;25;junio 2018;21/06/2018;24
6;25;junio 2018;22/06/2018;24
6;25;junio 2018;23/06/2018;21
6;25;junio 2018;24/06/2018;0
6;26;junio 2018;25/06/2018;14
6;26;junio 2018;26/06/2018;24
6;26;junio 2018;27/06/2018;24
6;26;junio 2018;28/06/2018;24
6;26;junio 2018;29/06/2018;24
6;26;junio 2018;30/06/2018;22
7;26;julio 2018;01/07/2018;0
7;27;julio 2018;02/07/2018;15
7;27;julio 2018;03/07/2018;24
7;27;julio 2018;04/07/2018;24
7;27;julio 2018;05/07/2018;24
7;27;julio 2018;06/07/2018;24
7;27;julio 2018;07/07/2018;21
7;27;julio 2018;08/07/2018;0
7;28;julio 2018;09/07/2018;15
7;28;julio 2018;10/07/2018;24
7;28;julio 2018;11/07/2018;24
7;28;julio 2018;12/07/2018;24
7;28;julio 2018;13/07/2018;24
7;28;julio 2018;14/07/2018;22
7;28;julio 2018;15/07/2018;0
7;29;julio 2018;16/07/2018;24
7;29;julio 2018;17/07/2018;24
7;29;julio 2018;18/07/2018;24
7;29;julio 2018;19/07/2018;24
7;29;julio 2018;20/07/2018;24
7;29;julio 2018;21/07/2018;22
7;29;julio 2018;22/07/2018;0
7;30;julio 2018;23/07/2018;24
7;30;julio 2018;24/07/2018;24
7;30;julio 2018;25/07/2018;24
7;30;julio 2018;26/07/2018;24
7;30;julio 2018;27/07/2018;24
7;30;julio 2018;28/07/2018;24
7;30;julio 2018;29/07/2018;0
7;31;julio 2018;30/07/2018;24
7;31;julio 2018;31/07/2018;24
8;31;agosto 2018;01/08/2018;24
8;31;agosto 2018;02/08/2018;24
8;31;agosto 2018;03/08/2018;24
8;31;agosto 2018;04/08/2018;14
8;31;agosto 2018;05/08/2018;0
8;32;agosto 2018;06/08/2018;24
8;32;agosto 2018;07/08/2018;24
8;32;agosto 2018;08/08/2018;24
8;32;agosto 2018;09/08/2018;24
8;32;agosto 2018;10/08/2018;24
8;32;agosto 2018;11/08/2018;15
8;32;agosto 2018;12/08/2018;0
8;33;agosto 2018;13/08/2018;24
8;33;agosto 2018;14/08/2018;24
8;33;agosto 2018;15/08/2018;24
8;33;agosto 2018;16/08/2018;24
8;33;agosto 2018;17/08/2018;24
8;33;agosto 2018;18/08/2018;14
8;33;agosto 2018;19/08/2018;0
8;34;agosto 2018;20/08/2018;24
8;34;agosto 2018;21/08/2018;24
8;34;agosto 2018;22/08/2018;24
8;34;agosto 2018;23/08/2018;24
8;34;agosto 2018;24/08/2018;24
8;34;agosto 2018;25/08/2018;0
8;34;agosto 2018;26/08/2018;0
8;35;agosto 2018;27/08/2018;24
8;35;agosto 2018;28/08/2018;24
8;35;agosto 2018;29/08/2018;24
8;35;agosto 2018;30/08/2018;24
8;35;agosto 2018;31/08/2018;24
9;35;septiembre 2018;01/09/2018;14
9;35;septiembre 2018;02/09/2018;0
9;36;septiembre 2018;03/09/2018;24
9;36;septiembre 2018;04/09/2018;24
9;36;septiembre 2018;05/09/2018;24
9;36;septiembre 2018;06/09/2018;24
9;36;septiembre 2018;07/09/2018;24
9;36;septiembre 2018;08/09/2018;6
9;36;septiembre 2018;09/09/2018;0
9;37;septiembre 2018;10/09/2018;16
9;37;septiembre 2018;11/09/2018;24
9;37;septiembre 2018;12/09/2018;24
9;37;septiembre 2018;13/09/2018;24
9;37;septiembre 2018;14/09/2018;24
9;37;septiembre 2018;15/09/2018;6
9;37;septiembre 2018;16/09/2018;0
9;38;septiembre 2018;17/09/2018;15
9;38;septiembre 2018;18/09/2018;24
9;38;septiembre 2018;19/09/2018;24
9;38;septiembre 2018;20/09/2018;24
9;38;septiembre 2018;21/09/2018;24
9;38;septiembre 2018;22/09/2018;21
9;38;septiembre 2018;23/09/2018;0
9;39;septiembre 2018;24/09/2018;24
9;39;septiembre 2018;25/09/2018;24
9;39;septiembre 2018;26/09/2018;24
9;39;septiembre 2018;27/09/2018;24
9;39;septiembre 2018;28/09/2018;24
9;39;septiembre 2018;29/09/2018;22
9;39;septiembre 2018;30/09/2018;0
10;40;octubre 2018;01/10/2018;18
10;40;octubre 2018;02/10/2018;24
10;40;octubre 2018;03/10/2018;24
10;40;octubre 2018;04/10/2018;24
10;40;octubre 2018;05/10/2018;24
10;40;octubre 2018;06/10/2018;22
10;40;octubre 2018;07/10/2018;0
10;41;octubre 2018;08/10/2018;18
10;41;octubre 2018;09/10/2018;24
10;41;octubre 2018;10/10/2018;24
10;41;octubre 2018;11/10/2018;24
10;41;octubre 2018;12/10/2018;24
10;41;octubre 2018;13/10/2018;21
10;41;octubre 2018;14/10/2018;0
10;42;octubre 2018;15/10/2018;16
10;42;octubre 2018;16/10/2018;24
10;42;octubre 2018;17/10/2018;24
10;42;octubre 2018;18/10/2018;24
10;42;octubre 2018;19/10/2018;24
10;42;octubre 2018;20/10/2018;22
10;42;octubre 2018;21/10/2018;0
10;43;octubre 2018;22/10/2018;21
10;43;octubre 2018;23/10/2018;24
10;43;octubre 2018;24/10/2018;24
10;43;octubre 2018;25/10/2018;24
10;43;octubre 2018;26/10/2018;24
10;43;octubre 2018;27/10/2018;22
10;43;octubre 2018;28/10/2018;0
10;44;octubre 2018;29/10/2018;16
10;44;octubre 2018;30/10/2018;24
10;44;octubre 2018;31/10/2018;24
11;44;noviembre 2018;01/11/2018;24
11;44;noviembre 2018;02/11/2018;24
11;44;noviembre 2018;03/11/2018;22
11;44;noviembre 2018;04/11/2018;0
11;45;noviembre 2018;05/11/2018;8
11;45;noviembre 2018;06/11/2018;24
11;45;noviembre 2018;07/11/2018;24
11;45;noviembre 2018;08/11/2018;24
11;45;noviembre 2018;09/11/2018;24
11;45;noviembre 2018;10/11/2018;22
11;45;noviembre 2018;11/11/2018;0
11;46;noviembre 2018;12/11/2018;16
11;46;noviembre 2018;13/11/2018;24
11;46;noviembre 2018;14/11/2018;24
11;46;noviembre 2018;15/11/2018;24
11;46;noviembre 2018;16/11/2018;24
11;46;noviembre 2018;17/11/2018;24
11;46;noviembre 2018;18/11/2018;6
11;47;noviembre 2018;19/11/2018;16
11;47;noviembre 2018;20/11/2018;24
11;47;noviembre 2018;21/11/2018;24
11;47;noviembre 2018;22/11/2018;24
11;47;noviembre 2018;23/11/2018;24
11;47;noviembre 2018;24/11/2018;21
11;47;noviembre 2018;25/11/2018;0
11;48;noviembre 2018;26/11/2018;24
11;48;noviembre 2018;27/11/2018;24
11;48;noviembre 2018;28/11/2018;24
11;48;noviembre 2018;29/11/2018;24
11;48;noviembre 2018;30/11/2018;24
12;48;diciembre 2018;01/12/2018;21
12;48;diciembre 2018;02/12/2018;0
12;49;diciembre 2018;03/12/2018;24
12;49;diciembre 2018;04/12/2018;24
12;49;diciembre 2018;05/12/2018;24
12;49;diciembre 2018;06/12/2018;24
12;49;diciembre 2018;07/12/2018;24
12;49;diciembre 2018;08/12/2018;24
12;49;diciembre 2018;09/12/2018;24
12;50;diciembre 2018;10/12/2018;24
12;50;diciembre 2018;11/12/2018;24
12;50;diciembre 2018;12/12/2018;6
12;50;diciembre 2018;13/12/2018;24
12;50;diciembre 2018;14/12/2018;24
12;50;diciembre 2018;15/12/2018;24
12;50;diciembre 2018;16/12/2018;12
12;51;diciembre 2018;17/12/2018;24
12;51;diciembre 2018;18/12/2018;24
12;51;diciembre 2018;19/12/2018;24
12;51;diciembre 2018;20/12/2018;24
12;51;diciembre 2018;21/12/2018;24
12;51;diciembre 2018;22/12/2018;24
12;51;diciembre 2018;23/12/2018;0
12;52;diciembre 2018;24/12/2018;0
12;52;diciembre 2018;25/12/2018;0
12;52;diciembre 2018;26/12/2018;0
12;52;diciembre 2018;27/12/2018;24
12;52;diciembre 2018;28/12/2018;0
12;52;diciembre 2018;29/12/2018;0
12;52;diciembre 2018;30/12/2018;0
12;1;diciembre 2018;31/12/2018;0
